run,tag,step,value
test/num_pred_boxes/Car,test/num_pred_boxes,469,19.40625
test/num_pred_boxes/Cyclist,test/num_pred_boxes,5,0.0625
test/num_pred_boxes/Cyclist,test/num_pred_boxes,9,0.09375
test/num_pred_boxes/Cyclist,test/num_pred_boxes,13,0.375
test/num_pred_boxes/Cyclist,test/num_pred_boxes,17,0.34375
test/num_pred_boxes/Cyclist,test/num_pred_boxes,21,0.65625
test/num_pred_boxes/Cyclist,test/num_pred_boxes,25,0.84375
test/num_pred_boxes/Cyclist,test/num_pred_boxes,29,0.53125
test/num_pred_boxes/Cyclist,test/num_pred_boxes,33,0.65625
test/num_pred_boxes/Cyclist,test/num_pred_boxes,37,0.71875
test/num_pred_boxes/Cyclist,test/num_pred_boxes,41,0.53125
test/num_pred_boxes/Cyclist,test/num_pred_boxes,45,0.40625
test/num_pred_boxes/Cyclist,test/num_pred_boxes,49,0.34375
test/num_pred_boxes/Cyclist,test/num_pred_boxes,53,0.625
test/num_pred_boxes/Cyclist,test/num_pred_boxes,57,0.5625
test/num_pred_boxes/Cyclist,test/num_pred_boxes,61,0.6875
test/num_pred_boxes/Cyclist,test/num_pred_boxes,65,0.65625
test/num_pred_boxes/Cyclist,test/num_pred_boxes,69,0.40625
test/num_pred_boxes/Cyclist,test/num_pred_boxes,73,0.4375
test/num_pred_boxes/Cyclist,test/num_pred_boxes,77,0.4375
test/num_pred_boxes/Cyclist,test/num_pred_boxes,81,0.59375
test/num_pred_boxes/Cyclist,test/num_pred_boxes,85,0.84375
test/num_pred_boxes/Cyclist,test/num_pred_boxes,89,0.71875
test/num_pred_boxes/Cyclist,test/num_pred_boxes,93,0.46875
test/num_pred_boxes/Cyclist,test/num_pred_boxes,97,0.6875
test/num_pred_boxes/Cyclist,test/num_pred_boxes,101,0.90625
test/num_pred_boxes/Cyclist,test/num_pred_boxes,105,0.34375
test/num_pred_boxes/Cyclist,test/num_pred_boxes,109,0.65625
test/num_pred_boxes/Cyclist,test/num_pred_boxes,113,0.5
test/num_pred_boxes/Cyclist,test/num_pred_boxes,117,0.3125
test/num_pred_boxes/Cyclist,test/num_pred_boxes,121,0.1875
test/num_pred_boxes/Cyclist,test/num_pred_boxes,125,0.46875
test/num_pred_boxes/Cyclist,test/num_pred_boxes,129,0.59375
test/num_pred_boxes/Cyclist,test/num_pred_boxes,133,0.375
test/num_pred_boxes/Cyclist,test/num_pred_boxes,137,0.5
test/num_pred_boxes/Cyclist,test/num_pred_boxes,141,0.71875
test/num_pred_boxes/Cyclist,test/num_pred_boxes,145,0.59375
test/num_pred_boxes/Cyclist,test/num_pred_boxes,149,1.1875
test/num_pred_boxes/Cyclist,test/num_pred_boxes,153,0.71875
test/num_pred_boxes/Cyclist,test/num_pred_boxes,157,0.6875
test/num_pred_boxes/Cyclist,test/num_pred_boxes,161,0.96875
test/num_pred_boxes/Cyclist,test/num_pred_boxes,165,0.6875
test/num_pred_boxes/Cyclist,test/num_pred_boxes,169,0.59375
test/num_pred_boxes/Cyclist,test/num_pred_boxes,173,0.71875
test/num_pred_boxes/Cyclist,test/num_pred_boxes,177,0.5625
test/num_pred_boxes/Cyclist,test/num_pred_boxes,181,0.40625
test/num_pred_boxes/Cyclist,test/num_pred_boxes,185,0.5625
test/num_pred_boxes/Cyclist,test/num_pred_boxes,189,0.28125
test/num_pred_boxes/Cyclist,test/num_pred_boxes,193,0.5625
test/num_pred_boxes/Cyclist,test/num_pred_boxes,197,0.59375
test/num_pred_boxes/Cyclist,test/num_pred_boxes,201,0.4375
test/num_pred_boxes/Cyclist,test/num_pred_boxes,205,0.53125
test/num_pred_boxes/Cyclist,test/num_pred_boxes,209,0.75
test/num_pred_boxes/Cyclist,test/num_pred_boxes,213,0.625
test/num_pred_boxes/Cyclist,test/num_pred_boxes,217,0.71875
test/num_pred_boxes/Cyclist,test/num_pred_boxes,221,0.75
test/num_pred_boxes/Cyclist,test/num_pred_boxes,225,0.625
test/num_pred_boxes/Cyclist,test/num_pred_boxes,229,0.78125
test/num_pred_boxes/Cyclist,test/num_pred_boxes,233,0.78125
test/num_pred_boxes/Cyclist,test/num_pred_boxes,237,0.5625
test/num_pred_boxes/Cyclist,test/num_pred_boxes,241,0.625
test/num_pred_boxes/Cyclist,test/num_pred_boxes,245,0.28125
test/num_pred_boxes/Cyclist,test/num_pred_boxes,249,0.25
test/num_pred_boxes/Cyclist,test/num_pred_boxes,253,0.4375
test/num_pred_boxes/Cyclist,test/num_pred_boxes,257,0.5
test/num_pred_boxes/Cyclist,test/num_pred_boxes,261,0.59375
test/num_pred_boxes/Cyclist,test/num_pred_boxes,265,0.28125
test/num_pred_boxes/Cyclist,test/num_pred_boxes,269,0.3125
test/num_pred_boxes/Cyclist,test/num_pred_boxes,273,0.6875
test/num_pred_boxes/Cyclist,test/num_pred_boxes,277,0.59375
test/num_pred_boxes/Cyclist,test/num_pred_boxes,281,0.46875
test/num_pred_boxes/Cyclist,test/num_pred_boxes,285,0.5625
test/num_pred_boxes/Cyclist,test/num_pred_boxes,289,0.5625
test/num_pred_boxes/Cyclist,test/num_pred_boxes,293,0.5625
test/num_pred_boxes/Cyclist,test/num_pred_boxes,297,0.40625
test/num_pred_boxes/Cyclist,test/num_pred_boxes,301,0.4375
test/num_pred_boxes/Cyclist,test/num_pred_boxes,305,0.46875
test/num_pred_boxes/Cyclist,test/num_pred_boxes,309,0.28125
test/num_pred_boxes/Cyclist,test/num_pred_boxes,313,0.625
test/num_pred_boxes/Cyclist,test/num_pred_boxes,317,0.59375
test/num_pred_boxes/Cyclist,test/num_pred_boxes,321,0.59375
test/num_pred_boxes/Cyclist,test/num_pred_boxes,325,0.59375
test/num_pred_boxes/Cyclist,test/num_pred_boxes,329,0.3125
test/num_pred_boxes/Cyclist,test/num_pred_boxes,333,0.375
test/num_pred_boxes/Cyclist,test/num_pred_boxes,337,0.15625
test/num_pred_boxes/Cyclist,test/num_pred_boxes,341,0.21875
test/num_pred_boxes/Cyclist,test/num_pred_boxes,345,0.40625
test/num_pred_boxes/Cyclist,test/num_pred_boxes,349,0.53125
test/num_pred_boxes/Cyclist,test/num_pred_boxes,353,0.53125
test/num_pred_boxes/Cyclist,test/num_pred_boxes,357,0.6875
test/num_pred_boxes/Cyclist,test/num_pred_boxes,361,0.53125
test/num_pred_boxes/Cyclist,test/num_pred_boxes,365,0.25
test/num_pred_boxes/Cyclist,test/num_pred_boxes,369,0.65625
test/num_pred_boxes/Cyclist,test/num_pred_boxes,373,0.4375
test/num_pred_boxes/Cyclist,test/num_pred_boxes,377,0.625
test/num_pred_boxes/Cyclist,test/num_pred_boxes,381,0.59375
test/num_pred_boxes/Cyclist,test/num_pred_boxes,385,0.8125
test/num_pred_boxes/Cyclist,test/num_pred_boxes,389,0.75
test/num_pred_boxes/Cyclist,test/num_pred_boxes,393,0.53125
test/num_pred_boxes/Cyclist,test/num_pred_boxes,397,0.25
test/num_pred_boxes/Cyclist,test/num_pred_boxes,401,0.46875
test/num_pred_boxes/Cyclist,test/num_pred_boxes,405,0.71875
test/num_pred_boxes/Cyclist,test/num_pred_boxes,409,0.4375
test/num_pred_boxes/Cyclist,test/num_pred_boxes,413,0.3125
test/num_pred_boxes/Cyclist,test/num_pred_boxes,417,0.6875
test/num_pred_boxes/Cyclist,test/num_pred_boxes,421,0.78125
test/num_pred_boxes/Cyclist,test/num_pred_boxes,425,1.0
test/num_pred_boxes/Cyclist,test/num_pred_boxes,429,1.0
test/num_pred_boxes/Cyclist,test/num_pred_boxes,433,1.03125
test/num_pred_boxes/Cyclist,test/num_pred_boxes,437,0.84375
test/num_pred_boxes/Cyclist,test/num_pred_boxes,441,1.03125
test/num_pred_boxes/Cyclist,test/num_pred_boxes,445,0.53125
test/num_pred_boxes/Cyclist,test/num_pred_boxes,449,0.625
test/num_pred_boxes/Cyclist,test/num_pred_boxes,453,0.34375
test/num_pred_boxes/Cyclist,test/num_pred_boxes,457,0.34375
test/num_pred_boxes/Cyclist,test/num_pred_boxes,461,0.65625
test/num_pred_boxes/Cyclist,test/num_pred_boxes,465,0.28125
test/num_pred_boxes/Cyclist,test/num_pred_boxes,469,0.46875
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,5,1.09375
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,9,1.59375
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,13,1.78125
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,17,1.40625
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,21,3.375
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,25,2.59375
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,29,4.125
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,33,5.46875
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,37,3.625
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,41,4.5
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,45,4.46875
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,49,5.53125
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,53,4.875
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,57,4.0
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,61,6.15625
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,65,5.90625
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,69,8.09375
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,73,5.65625
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,77,5.21875
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,81,5.65625
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,85,6.9375
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,89,6.78125
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,93,5.4375
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,97,4.625
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,101,4.0625
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,105,4.5625
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,109,5.375
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,113,5.125
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,117,5.53125
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,121,4.375
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,125,3.125
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,129,4.375
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,133,5.15625
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,137,4.75
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,141,5.34375
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,145,6.78125
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,149,7.96875
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,153,7.59375
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,157,9.375
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,161,10.21875
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,165,10.6875
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,169,10.4375
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,173,9.53125
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,177,9.125
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,181,6.875
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,185,6.65625
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,189,6.40625
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,193,4.96875
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,197,4.21875
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,201,3.96875
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,205,4.5625
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,209,5.125
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,213,7.875
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,217,10.3125
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,221,15.0
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,225,14.40625
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,229,14.59375
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,233,12.09375
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,237,11.21875
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,241,6.5625
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,245,5.53125
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,249,5.28125
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,253,7.625
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,257,6.8125
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,261,8.40625
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,265,7.9375
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,269,9.0
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,273,12.65625
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,277,9.3125
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,281,8.09375
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,285,6.75
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,289,6.0
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,293,4.65625
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,297,3.75
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,301,4.59375
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,305,5.25
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,309,4.625
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,313,7.53125
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,317,6.65625
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,321,6.71875
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,325,4.53125
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,329,4.28125
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,333,6.46875
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,337,7.9375
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,341,7.875
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,345,9.1875
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,349,8.09375
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,353,7.3125
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,357,5.84375
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,361,6.125
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,365,3.03125
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,369,1.875
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,373,1.8125
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,377,4.8125
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,381,7.4375
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,385,10.8125
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,389,6.9375
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,393,4.78125
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,397,5.15625
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,401,6.03125
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,405,9.8125
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,409,6.40625
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,413,7.5
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,417,6.03125
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,421,4.4375
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,425,3.9375
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,429,5.25
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,433,4.1875
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,437,7.96875
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,441,8.84375
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,445,7.6875
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,449,5.625
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,453,4.375
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,457,3.40625
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,461,4.625
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,465,4.9375
test/num_pred_boxes/Pedestrian,test/num_pred_boxes,469,6.75
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,5,5.5625
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,9,7.3125
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,13,12.25
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,17,25.78125
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,21,26.65625
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,25,27.78125
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,29,31.5625
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,33,32.375
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,37,32.125
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,41,30.53125
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,45,32.34375
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,49,30.46875
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,53,30.8125
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,57,28.5625
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,61,29.34375
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,65,29.09375
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,69,32.0
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,73,29.1875
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,77,28.03125
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,81,30.375
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,85,31.1875
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,89,30.375
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,93,28.9375
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,97,29.28125
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,101,27.96875
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,105,27.84375
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,109,29.53125
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,113,27.5
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,117,27.4375
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,121,26.90625
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,125,25.78125
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,129,25.28125
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,133,25.1875
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,137,25.75
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,141,28.21875
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,145,30.65625
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,149,31.46875
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,153,28.75
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,157,29.75
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,161,29.46875
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,165,31.03125
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,169,28.90625
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,173,28.5
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,177,28.6875
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,181,27.9375
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,185,27.40625
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,189,28.9375
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,193,28.15625
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,197,26.21875
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,201,25.78125
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,205,24.96875
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,209,27.46875
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,213,27.34375
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,217,26.84375
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,221,27.375
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,225,29.59375
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,229,30.9375
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,233,30.75
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,237,32.40625
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,241,29.15625
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,245,27.9375
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,249,27.40625
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,253,28.40625
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,257,28.4375
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,261,26.625
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,265,25.59375
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,269,26.875
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,273,28.375
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,277,29.21875
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,281,28.125
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,285,30.25
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,289,29.75
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,293,26.9375
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,297,25.0625
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,301,27.5625
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,305,28.4375
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,309,28.0
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,313,29.5
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,317,29.25
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,321,32.84375
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,325,29.09375
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,329,29.625
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,333,31.96875
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,337,30.53125
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,341,28.53125
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,345,29.8125
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,349,30.09375
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,353,29.96875
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,357,29.4375
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,361,28.8125
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,365,28.15625
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,369,27.0625
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,373,27.46875
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,377,26.75
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,381,27.9375
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,385,29.84375
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,389,28.4375
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,393,27.875
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,397,27.28125
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,401,27.0625
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,405,30.78125
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,409,31.0625
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,413,31.4375
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,417,30.125
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,421,27.21875
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,425,27.53125
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,429,26.8125
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,433,23.84375
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,437,26.0625
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,441,23.46875
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,445,21.46875
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,449,21.4375
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,453,25.3125
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,457,28.21875
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,461,31.53125
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,465,29.625
test/num_pred_boxes/cls_agnostic,test/num_pred_boxes,469,26.625
test/orient_err_per_tps/Car,test/orient_err_per_tps,33,0.26385506987571716
test/orient_err_per_tps/Car,test/orient_err_per_tps,65,0.30451512336730957
test/orient_err_per_tps/Car,test/orient_err_per_tps,97,0.2761731743812561
test/orient_err_per_tps/Car,test/orient_err_per_tps,129,0.25954893231391907
test/orient_err_per_tps/Car,test/orient_err_per_tps,161,0.2797320485115051
test/orient_err_per_tps/Car,test/orient_err_per_tps,193,0.20777615904808044
test/orient_err_per_tps/Car,test/orient_err_per_tps,225,0.2264489084482193
test/orient_err_per_tps/Car,test/orient_err_per_tps,257,0.2924153804779053
test/orient_err_per_tps/Car,test/orient_err_per_tps,289,0.24161620438098907
test/orient_err_per_tps/Car,test/orient_err_per_tps,321,0.23422859609127045
test/orient_err_per_tps/Car,test/orient_err_per_tps,353,0.24487312138080597
test/orient_err_per_tps/Car,test/orient_err_per_tps,385,0.22823454439640045
test/orient_err_per_tps/Car,test/orient_err_per_tps,417,0.2789561450481415
test/orient_err_per_tps/Car,test/orient_err_per_tps,449,0.3776732087135315
test/orient_err_per_tps/Cyclist,test/orient_err_per_tps,33,0.5788213014602661
test/orient_err_per_tps/Cyclist,test/orient_err_per_tps,65,0.11022629588842392
test/orient_err_per_tps/Cyclist,test/orient_err_per_tps,97,0.3355688452720642
test/orient_err_per_tps/Cyclist,test/orient_err_per_tps,129,0.473926842212677
test/orient_err_per_tps/Cyclist,test/orient_err_per_tps,161,0.28000593185424805
test/orient_err_per_tps/Cyclist,test/orient_err_per_tps,193,0.6444872617721558
test/orient_err_per_tps/Cyclist,test/orient_err_per_tps,225,0.4416038990020752
test/orient_err_per_tps/Cyclist,test/orient_err_per_tps,257,0.6753124594688416
test/orient_err_per_tps/Cyclist,test/orient_err_per_tps,289,0.5856916904449463
test/orient_err_per_tps/Cyclist,test/orient_err_per_tps,321,3.1009926795959473
test/orient_err_per_tps/Cyclist,test/orient_err_per_tps,353,0.8432597517967224
test/orient_err_per_tps/Cyclist,test/orient_err_per_tps,385,0.4354170858860016
test/orient_err_per_tps/Cyclist,test/orient_err_per_tps,417,0.5145478844642639
test/orient_err_per_tps/Cyclist,test/orient_err_per_tps,449,3.0015709400177
test/orient_err_per_tps/Pedestrian,test/orient_err_per_tps,33,1.4633320569992065
test/orient_err_per_tps/Pedestrian,test/orient_err_per_tps,65,3.104532241821289
test/orient_err_per_tps/Pedestrian,test/orient_err_per_tps,97,1.463882327079773
test/orient_err_per_tps/Pedestrian,test/orient_err_per_tps,129,1.4609644412994385
test/orient_err_per_tps/Pedestrian,test/orient_err_per_tps,161,2.975130558013916
test/orient_err_per_tps/Pedestrian,test/orient_err_per_tps,193,1.691240668296814
test/orient_err_per_tps/Pedestrian,test/orient_err_per_tps,225,1.3145393133163452
