run,tag,step,value
test/pred_fgs/Cyclist,test/pred_fgs,385,0.2196078598499298
test/pred_fgs/Cyclist,test/pred_fgs,389,0.1823529303073883
test/pred_fgs/Cyclist,test/pred_fgs,393,0.4305555820465088
test/pred_fgs/Cyclist,test/pred_fgs,397,0.3333333432674408
test/pred_fgs/Cyclist,test/pred_fgs,401,0.28333336114883423
test/pred_fgs/Cyclist,test/pred_fgs,405,0.11538461595773697
test/pred_fgs/Cyclist,test/pred_fgs,409,0.13636364042758942
test/pred_fgs/Cyclist,test/pred_fgs,413,0.0625
test/pred_fgs/Cyclist,test/pred_fgs,417,0.34375
test/pred_fgs/Cyclist,test/pred_fgs,421,0.10277777910232544
test/pred_fgs/Cyclist,test/pred_fgs,425,0.15833333134651184
test/pred_fgs/Cyclist,test/pred_fgs,429,0.1931818127632141
test/pred_fgs/Cyclist,test/pred_fgs,433,0.10526315867900848
test/pred_fgs/Cyclist,test/pred_fgs,437,0.06666667014360428
test/pred_fgs/Cyclist,test/pred_fgs,441,0.07500000298023224
test/pred_fgs/Cyclist,test/pred_fgs,445,0.1666666716337204
test/pred_fgs/Cyclist,test/pred_fgs,449,0.0714285746216774
test/pred_fgs/Cyclist,test/pred_fgs,453,0.125
test/pred_fgs/Cyclist,test/pred_fgs,457,0.4444444477558136
test/pred_fgs/Cyclist,test/pred_fgs,461,0.14502164721488953
test/pred_fgs/Cyclist,test/pred_fgs,465,0.375
test/pred_fgs/Cyclist,test/pred_fgs,469,0.4166666567325592
test/pred_fgs/Pedestrian,test/pred_fgs,5,0.2083333283662796
test/pred_fgs/Pedestrian,test/pred_fgs,9,0.05780075117945671
test/pred_fgs/Pedestrian,test/pred_fgs,13,0.1875
test/pred_fgs/Pedestrian,test/pred_fgs,17,0.0
test/pred_fgs/Pedestrian,test/pred_fgs,21,0.038333334028720856
test/pred_fgs/Pedestrian,test/pred_fgs,25,0.0640740692615509
test/pred_fgs/Pedestrian,test/pred_fgs,29,0.01927083358168602
test/pred_fgs/Pedestrian,test/pred_fgs,33,0.015232974663376808
test/pred_fgs/Pedestrian,test/pred_fgs,37,0.025806451216340065
test/pred_fgs/Pedestrian,test/pred_fgs,41,0.019907407462596893
test/pred_fgs/Pedestrian,test/pred_fgs,45,0.0
test/pred_fgs/Pedestrian,test/pred_fgs,49,0.0340021587908268
test/pred_fgs/Pedestrian,test/pred_fgs,53,0.026483021676540375
test/pred_fgs/Pedestrian,test/pred_fgs,57,0.024835797026753426
test/pred_fgs/Pedestrian,test/pred_fgs,61,0.03487617149949074
test/pred_fgs/Pedestrian,test/pred_fgs,65,0.0261322520673275
test/pred_fgs/Pedestrian,test/pred_fgs,69,0.02136058360338211
test/pred_fgs/Pedestrian,test/pred_fgs,73,0.01967741921544075
test/pred_fgs/Pedestrian,test/pred_fgs,77,0.02477678470313549
test/pred_fgs/Pedestrian,test/pred_fgs,81,0.020916007459163666
test/pred_fgs/Pedestrian,test/pred_fgs,85,0.02116815373301506
test/pred_fgs/Pedestrian,test/pred_fgs,89,0.018347840756177902
test/pred_fgs/Pedestrian,test/pred_fgs,93,0.0410822331905365
test/pred_fgs/Pedestrian,test/pred_fgs,97,0.012917189858853817
test/pred_fgs/Pedestrian,test/pred_fgs,101,0.025464320555329323
test/pred_fgs/Pedestrian,test/pred_fgs,105,0.011111111380159855
test/pred_fgs/Pedestrian,test/pred_fgs,109,0.03778523951768875
test/pred_fgs/Pedestrian,test/pred_fgs,113,0.021692534908652306
test/pred_fgs/Pedestrian,test/pred_fgs,117,0.023552371188998222
test/pred_fgs/Pedestrian,test/pred_fgs,121,0.004310344811528921
test/pred_fgs/Pedestrian,test/pred_fgs,125,0.03452381119132042
test/pred_fgs/Pedestrian,test/pred_fgs,129,0.013756613247096539
test/pred_fgs/Pedestrian,test/pred_fgs,133,0.030645160004496574
test/pred_fgs/Pedestrian,test/pred_fgs,137,0.01263440866023302
test/pred_fgs/Pedestrian,test/pred_fgs,141,0.001792114693671465
test/pred_fgs/Pedestrian,test/pred_fgs,145,0.012941628694534302
test/pred_fgs/Pedestrian,test/pred_fgs,149,0.02891865186393261
test/pred_fgs/Pedestrian,test/pred_fgs,153,0.02040250040590763
test/pred_fgs/Pedestrian,test/pred_fgs,157,0.012855488806962967
test/pred_fgs/Pedestrian,test/pred_fgs,161,0.02513415366411209
test/pred_fgs/Pedestrian,test/pred_fgs,165,0.016976146027445793
test/pred_fgs/Pedestrian,test/pred_fgs,169,0.02617216855287552
test/pred_fgs/Pedestrian,test/pred_fgs,173,0.034423258155584335
test/pred_fgs/Pedestrian,test/pred_fgs,177,0.013877843506634235
test/pred_fgs/Pedestrian,test/pred_fgs,181,0.009677419438958168
test/pred_fgs/Pedestrian,test/pred_fgs,185,0.0216623917222023
test/pred_fgs/Pedestrian,test/pred_fgs,189,0.014267990365624428
test/pred_fgs/Pedestrian,test/pred_fgs,193,0.01666666753590107
test/pred_fgs/Pedestrian,test/pred_fgs,197,0.04821428284049034
test/pred_fgs/Pedestrian,test/pred_fgs,201,0.03500000014901161
test/pred_fgs/Pedestrian,test/pred_fgs,205,0.05529380962252617
test/pred_fgs/Pedestrian,test/pred_fgs,209,0.016436252743005753
test/pred_fgs/Pedestrian,test/pred_fgs,213,0.022516027092933655
test/pred_fgs/Pedestrian,test/pred_fgs,217,0.005736998748034239
test/pred_fgs/Pedestrian,test/pred_fgs,221,0.04044216871261597
test/pred_fgs/Pedestrian,test/pred_fgs,225,0.0009765625
test/pred_fgs/Pedestrian,test/pred_fgs,229,0.005321207456290722
test/pred_fgs/Pedestrian,test/pred_fgs,233,0.016763964667916298
test/pred_fgs/Pedestrian,test/pred_fgs,237,0.031105482950806618
test/pred_fgs/Pedestrian,test/pred_fgs,241,0.011753951199352741
test/pred_fgs/Pedestrian,test/pred_fgs,245,0.015741979703307152
test/pred_fgs/Pedestrian,test/pred_fgs,249,0.009329806081950665
test/pred_fgs/Pedestrian,test/pred_fgs,253,0.018315542489290237
test/pred_fgs/Pedestrian,test/pred_fgs,257,0.01354166679084301
test/pred_fgs/Pedestrian,test/pred_fgs,261,0.009648164734244347
test/pred_fgs/Pedestrian,test/pred_fgs,265,0.006250000558793545
test/pred_fgs/Pedestrian,test/pred_fgs,269,0.0026041667442768812
test/pred_fgs/Pedestrian,test/pred_fgs,273,0.018273506313562393
test/pred_fgs/Pedestrian,test/pred_fgs,277,0.013869923539459705
test/pred_fgs/Pedestrian,test/pred_fgs,281,0.020376604050397873
test/pred_fgs/Pedestrian,test/pred_fgs,285,0.027552703395485878
test/pred_fgs/Pedestrian,test/pred_fgs,289,0.0
test/pred_fgs/Pedestrian,test/pred_fgs,293,0.024737393483519554
test/pred_fgs/Pedestrian,test/pred_fgs,297,0.014550263993442059
test/pred_fgs/Pedestrian,test/pred_fgs,301,0.02609718032181263
test/pred_fgs/Pedestrian,test/pred_fgs,305,0.02023809589445591
test/pred_fgs/Pedestrian,test/pred_fgs,309,0.013706723228096962
test/pred_fgs/Pedestrian,test/pred_fgs,313,0.028260018676519394
test/pred_fgs/Pedestrian,test/pred_fgs,317,0.01872519962489605
test/pred_fgs/Pedestrian,test/pred_fgs,321,0.035878416150808334
test/pred_fgs/Pedestrian,test/pred_fgs,325,0.018703702837228775
test/pred_fgs/Pedestrian,test/pred_fgs,329,0.011111111380159855
test/pred_fgs/Pedestrian,test/pred_fgs,333,0.014022435992956161
test/pred_fgs/Pedestrian,test/pred_fgs,337,0.018352394923567772
test/pred_fgs/Pedestrian,test/pred_fgs,341,0.013952892273664474
test/pred_fgs/Pedestrian,test/pred_fgs,345,0.032464101910591125
test/pred_fgs/Pedestrian,test/pred_fgs,349,0.04902343824505806
test/pred_fgs/Pedestrian,test/pred_fgs,353,0.01744791865348816
test/pred_fgs/Pedestrian,test/pred_fgs,357,0.0026881720405071974
test/pred_fgs/Pedestrian,test/pred_fgs,361,0.021731043234467506
test/pred_fgs/Pedestrian,test/pred_fgs,365,0.04137931019067764
test/pred_fgs/Pedestrian,test/pred_fgs,369,0.0798611119389534
test/pred_fgs/Pedestrian,test/pred_fgs,373,0.022727273404598236
test/pred_fgs/Pedestrian,test/pred_fgs,377,0.02321871556341648
test/pred_fgs/Pedestrian,test/pred_fgs,381,0.014817040413618088
test/pred_fgs/Pedestrian,test/pred_fgs,385,0.044339366257190704
test/pred_fgs/Pedestrian,test/pred_fgs,389,0.027483059093356133
test/pred_fgs/Pedestrian,test/pred_fgs,393,0.04003831371665001
test/pred_fgs/Pedestrian,test/pred_fgs,397,0.01666666753590107
test/pred_fgs/Pedestrian,test/pred_fgs,401,0.0207245871424675
test/pred_fgs/Pedestrian,test/pred_fgs,405,0.05719417333602905
test/pred_fgs/Pedestrian,test/pred_fgs,409,0.020693017169833183
test/pred_fgs/Pedestrian,test/pred_fgs,413,0.0207403264939785
test/pred_fgs/Pedestrian,test/pred_fgs,417,0.0221354179084301
test/pred_fgs/Pedestrian,test/pred_fgs,421,0.01984127052128315
test/pred_fgs/Pedestrian,test/pred_fgs,425,0.01666666753590107
test/pred_fgs/Pedestrian,test/pred_fgs,429,0.03474816307425499
test/pred_fgs/Pedestrian,test/pred_fgs,433,0.01865079440176487
test/pred_fgs/Pedestrian,test/pred_fgs,437,0.021222490817308426
test/pred_fgs/Pedestrian,test/pred_fgs,441,0.012189200147986412
test/pred_fgs/Pedestrian,test/pred_fgs,445,0.00358422938734293
test/pred_fgs/Pedestrian,test/pred_fgs,449,0.021729882806539536
test/pred_fgs/Pedestrian,test/pred_fgs,453,0.022451112046837807
test/pred_fgs/Pedestrian,test/pred_fgs,457,0.016129031777381897
test/pred_fgs/Pedestrian,test/pred_fgs,461,0.04182027652859688
test/pred_fgs/Pedestrian,test/pred_fgs,465,0.014516128227114677
test/pred_fgs/Pedestrian,test/pred_fgs,469,0.017665132880210876
test/pred_fgs/cls_agnostic,test/pred_fgs,5,0.4419005811214447
test/pred_fgs/cls_agnostic,test/pred_fgs,9,0.23391656577587128
test/pred_fgs/cls_agnostic,test/pred_fgs,13,0.27403509616851807
test/pred_fgs/cls_agnostic,test/pred_fgs,17,0.12143614888191223
test/pred_fgs/cls_agnostic,test/pred_fgs,21,0.10442142933607101
test/pred_fgs/cls_agnostic,test/pred_fgs,25,0.12753768265247345
test/pred_fgs/cls_agnostic,test/pred_fgs,29,0.10835760831832886
test/pred_fgs/cls_agnostic,test/pred_fgs,33,0.07455064356327057
test/pred_fgs/cls_agnostic,test/pred_fgs,37,0.07811599224805832
test/pred_fgs/cls_agnostic,test/pred_fgs,41,0.0921558141708374
test/pred_fgs/cls_agnostic,test/pred_fgs,45,0.09606437385082245
test/pred_fgs/cls_agnostic,test/pred_fgs,49,0.09389521926641464
test/pred_fgs/cls_agnostic,test/pred_fgs,53,0.09910589456558228
test/pred_fgs/cls_agnostic,test/pred_fgs,57,0.07142623513936996
test/pred_fgs/cls_agnostic,test/pred_fgs,61,0.09467147290706635
test/pred_fgs/cls_agnostic,test/pred_fgs,65,0.11950869113206863
test/pred_fgs/cls_agnostic,test/pred_fgs,69,0.10422545671463013
test/pred_fgs/cls_agnostic,test/pred_fgs,73,0.10413839668035507
test/pred_fgs/cls_agnostic,test/pred_fgs,77,0.10421980172395706
test/pred_fgs/cls_agnostic,test/pred_fgs,81,0.10288213193416595
test/pred_fgs/cls_agnostic,test/pred_fgs,85,0.07522335648536682
test/pred_fgs/cls_agnostic,test/pred_fgs,89,0.07966788858175278
test/pred_fgs/cls_agnostic,test/pred_fgs,93,0.0841575562953949
test/pred_fgs/cls_agnostic,test/pred_fgs,97,0.07590997964143753
test/pred_fgs/cls_agnostic,test/pred_fgs,101,0.12486041337251663
test/pred_fgs/cls_agnostic,test/pred_fgs,105,0.09796255826950073
test/pred_fgs/cls_agnostic,test/pred_fgs,109,0.08946175128221512
test/pred_fgs/cls_agnostic,test/pred_fgs,113,0.13112379610538483
test/pred_fgs/cls_agnostic,test/pred_fgs,117,0.09871919453144073
test/pred_fgs/cls_agnostic,test/pred_fgs,121,0.11532732099294662
test/pred_fgs/cls_agnostic,test/pred_fgs,125,0.12048521637916565
test/pred_fgs/cls_agnostic,test/pred_fgs,129,0.09305404871702194
test/pred_fgs/cls_agnostic,test/pred_fgs,133,0.1412062644958496
test/pred_fgs/cls_agnostic,test/pred_fgs,137,0.13699008524417877
test/pred_fgs/cls_agnostic,test/pred_fgs,141,0.12857778370380402
test/pred_fgs/cls_agnostic,test/pred_fgs,145,0.10163089632987976
test/pred_fgs/cls_agnostic,test/pred_fgs,149,0.09054186940193176
test/pred_fgs/cls_agnostic,test/pred_fgs,153,0.14093266427516937
test/pred_fgs/cls_agnostic,test/pred_fgs,157,0.1308683454990387
test/pred_fgs/cls_agnostic,test/pred_fgs,161,0.09800336509943008
test/pred_fgs/cls_agnostic,test/pred_fgs,165,0.09237071871757507
test/pred_fgs/cls_agnostic,test/pred_fgs,169,0.09753520786762238
test/pred_fgs/cls_agnostic,test/pred_fgs,173,0.10127679258584976
test/pred_fgs/cls_agnostic,test/pred_fgs,177,0.10197152942419052
test/pred_fgs/cls_agnostic,test/pred_fgs,181,0.09968771785497665
test/pred_fgs/cls_agnostic,test/pred_fgs,185,0.10585290938615799
test/pred_fgs/cls_agnostic,test/pred_fgs,189,0.10718432813882828
test/pred_fgs/cls_agnostic,test/pred_fgs,193,0.10097581148147583
test/pred_fgs/cls_agnostic,test/pred_fgs,197,0.08506278693675995
test/pred_fgs/cls_agnostic,test/pred_fgs,201,0.0859641507267952
test/pred_fgs/cls_agnostic,test/pred_fgs,205,0.12781818211078644
test/pred_fgs/cls_agnostic,test/pred_fgs,209,0.10675308108329773
test/pred_fgs/cls_agnostic,test/pred_fgs,213,0.10433375090360641
test/pred_fgs/cls_agnostic,test/pred_fgs,217,0.07607167959213257
test/pred_fgs/cls_agnostic,test/pred_fgs,221,0.1382272094488144
test/pred_fgs/cls_agnostic,test/pred_fgs,225,0.07704203575849533
test/pred_fgs/cls_agnostic,test/pred_fgs,229,0.09787560254335403
test/pred_fgs/cls_agnostic,test/pred_fgs,233,0.1114213690161705
test/pred_fgs/cls_agnostic,test/pred_fgs,237,0.10060776770114899
test/pred_fgs/cls_agnostic,test/pred_fgs,241,0.12086372077465057
test/pred_fgs/cls_agnostic,test/pred_fgs,245,0.11452729254961014
test/pred_fgs/cls_agnostic,test/pred_fgs,249,0.09548845887184143
test/pred_fgs/cls_agnostic,test/pred_fgs,253,0.0839463621377945
test/pred_fgs/cls_agnostic,test/pred_fgs,257,0.08070230484008789
test/pred_fgs/cls_agnostic,test/pred_fgs,261,0.13081064820289612
test/pred_fgs/cls_agnostic,test/pred_fgs,265,0.12925361096858978
test/pred_fgs/cls_agnostic,test/pred_fgs,269,0.14947527647018433
test/pred_fgs/cls_agnostic,test/pred_fgs,273,0.1029636487364769
test/pred_fgs/cls_agnostic,test/pred_fgs,277,0.1165539100766182
test/pred_fgs/cls_agnostic,test/pred_fgs,281,0.09261148422956467
test/pred_fgs/cls_agnostic,test/pred_fgs,285,0.12058975547552109
test/pred_fgs/cls_agnostic,test/pred_fgs,289,0.07003898918628693
test/pred_fgs/cls_agnostic,test/pred_fgs,293,0.11432016640901566
test/pred_fgs/cls_agnostic,test/pred_fgs,297,0.12086481600999832
test/pred_fgs/cls_agnostic,test/pred_fgs,301,0.11321485042572021
test/pred_fgs/cls_agnostic,test/pred_fgs,305,0.1250147521495819
test/pred_fgs/cls_agnostic,test/pred_fgs,309,0.10776741057634354
test/pred_fgs/cls_agnostic,test/pred_fgs,313,0.13292266428470612
test/pred_fgs/cls_agnostic,test/pred_fgs,317,0.11566226184368134
test/pred_fgs/cls_agnostic,test/pred_fgs,321,0.10399861633777618
test/pred_fgs/cls_agnostic,test/pred_fgs,325,0.10831636190414429
test/pred_fgs/cls_agnostic,test/pred_fgs,329,0.10998863726854324
test/pred_fgs/cls_agnostic,test/pred_fgs,333,0.08126232028007507
test/pred_fgs/cls_agnostic,test/pred_fgs,337,0.06711641699075699
test/pred_fgs/cls_agnostic,test/pred_fgs,341,0.10297071933746338
test/pred_fgs/cls_agnostic,test/pred_fgs,345,0.10082115978002548
test/pred_fgs/cls_agnostic,test/pred_fgs,349,0.1263652741909027
test/pred_fgs/cls_agnostic,test/pred_fgs,353,0.12418755143880844
test/pred_fgs/cls_agnostic,test/pred_fgs,357,0.10280808806419373
test/pred_fgs/cls_agnostic,test/pred_fgs,361,0.09138215333223343
test/pred_fgs/cls_agnostic,test/pred_fgs,365,0.09662357717752457
test/pred_fgs/cls_agnostic,test/pred_fgs,369,0.10447810590267181
test/pred_fgs/cls_agnostic,test/pred_fgs,373,0.0962098240852356
test/pred_fgs/cls_agnostic,test/pred_fgs,377,0.10628794878721237
test/pred_fgs/cls_agnostic,test/pred_fgs,381,0.12640272080898285
test/pred_fgs/cls_agnostic,test/pred_fgs,385,0.12528401613235474
test/pred_fgs/cls_agnostic,test/pred_fgs,389,0.09769904613494873
test/pred_fgs/cls_agnostic,test/pred_fgs,393,0.08345694839954376
test/pred_fgs/cls_agnostic,test/pred_fgs,397,0.11701099574565887
test/pred_fgs/cls_agnostic,test/pred_fgs,401,0.1196729838848114
test/pred_fgs/cls_agnostic,test/pred_fgs,405,0.09044280648231506
test/pred_fgs/cls_agnostic,test/pred_fgs,409,0.08845119923353195
test/pred_fgs/cls_agnostic,test/pred_fgs,413,0.08507002890110016
test/pred_fgs/cls_agnostic,test/pred_fgs,417,0.11740002781152725
test/pred_fgs/cls_agnostic,test/pred_fgs,421,0.0837366133928299
test/pred_fgs/cls_agnostic,test/pred_fgs,425,0.1141476184129715
test/pred_fgs/cls_agnostic,test/pred_fgs,429,0.11189723759889603
test/pred_fgs/cls_agnostic,test/pred_fgs,433,0.11198651790618896
test/pred_fgs/cls_agnostic,test/pred_fgs,437,0.11980046331882477
test/pred_fgs/cls_agnostic,test/pred_fgs,441,0.13369235396385193
test/pred_fgs/cls_agnostic,test/pred_fgs,445,0.14690984785556793
test/pred_fgs/cls_agnostic,test/pred_fgs,449,0.13061663508415222
test/pred_fgs/cls_agnostic,test/pred_fgs,453,0.12163637578487396
test/pred_fgs/cls_agnostic,test/pred_fgs,457,0.1039583757519722
test/pred_fgs/cls_agnostic,test/pred_fgs,461,0.0861186608672142
test/pred_fgs/cls_agnostic,test/pred_fgs,465,0.10246189683675766
test/pred_fgs/cls_agnostic,test/pred_fgs,469,0.12881489098072052
test/pred_ious/Car,test/pred_ious,5,0.4548097252845764
test/pred_ious/Car,test/pred_ious,9,0.30415308475494385
test/pred_ious/Car,test/pred_ious,13,0.2607090473175049
test/pred_ious/Car,test/pred_ious,17,0.12924067676067352
test/pred_ious/Car,test/pred_ious,21,0.10831674933433533
test/pred_ious/Car,test/pred_ious,25,0.14602935314178467
test/pred_ious/Car,test/pred_ious,29,0.11675247550010681
test/pred_ious/Car,test/pred_ious,33,0.08782012015581131
test/pred_ious/Car,test/pred_ious,37,0.0880860686302185
test/pred_ious/Car,test/pred_ious,41,0.10782093554735184
test/pred_ious/Car,test/pred_ious,45,0.1091444194316864
test/pred_ious/Car,test/pred_ious,49,0.10241886973381042
test/pred_ious/Car,test/pred_ious,53,0.1026843786239624
test/pred_ious/Car,test/pred_ious,57,0.07831931859254837
test/pred_ious/Car,test/pred_ious,61,0.08407403528690338
test/pred_ious/Car,test/pred_ious,65,0.13714341819286346
test/pred_ious/Car,test/pred_ious,69,0.11740516126155853
test/pred_ious/Car,test/pred_ious,73,0.1186981201171875
test/pred_ious/Car,test/pred_ious,77,0.10994930565357208
test/pred_ious/Car,test/pred_ious,81,0.11511461436748505
test/pred_ious/Car,test/pred_ious,85,0.09309583157300949
test/pred_ious/Car,test/pred_ious,89,0.09159344434738159
test/pred_ious/Car,test/pred_ious,93,0.10831518471240997
test/pred_ious/Car,test/pred_ious,97,0.09479186683893204
test/pred_ious/Car,test/pred_ious,101,0.14618319272994995
test/pred_ious/Car,test/pred_ious,105,0.11826955527067184
test/pred_ious/Car,test/pred_ious,109,0.09288128465414047
test/pred_ious/Car,test/pred_ious,113,0.1389133334159851
test/pred_ious/Car,test/pred_ious,117,0.12228143215179443
test/pred_ious/Car,test/pred_ious,121,0.13566507399082184
test/pred_ious/Car,test/pred_ious,125,0.12156873941421509
test/pred_ious/Car,test/pred_ious,129,0.11501853913068771
test/pred_ious/Car,test/pred_ious,133,0.1579948365688324
test/pred_ious/Car,test/pred_ious,137,0.1624869704246521
test/pred_ious/Car,test/pred_ious,141,0.14644993841648102
test/pred_ious/Car,test/pred_ious,145,0.11833734810352325
test/pred_ious/Car,test/pred_ious,149,0.10430741310119629
test/pred_ious/Car,test/pred_ious,153,0.15709231793880463
test/pred_ious/Car,test/pred_ious,157,0.15247564017772675
test/pred_ious/Car,test/pred_ious,161,0.11715947091579437
test/pred_ious/Car,test/pred_ious,165,0.1305106282234192
test/pred_ious/Car,test/pred_ious,169,0.1132301390171051
test/pred_ious/Car,test/pred_ious,173,0.12262189388275146
test/pred_ious/Car,test/pred_ious,177,0.13156431913375854
test/pred_ious/Car,test/pred_ious,181,0.13450899720191956
test/pred_ious/Car,test/pred_ious,185,0.1123991534113884
test/pred_ious/Car,test/pred_ious,189,0.1387854516506195
test/pred_ious/Car,test/pred_ious,193,0.11523845046758652
test/pred_ious/Car,test/pred_ious,197,0.1008458286523819
test/pred_ious/Car,test/pred_ious,201,0.09769339859485626
test/pred_ious/Car,test/pred_ious,205,0.12957921624183655
test/pred_ious/Car,test/pred_ious,209,0.12333133816719055
test/pred_ious/Car,test/pred_ious,213,0.14075401425361633
test/pred_ious/Car,test/pred_ious,217,0.1229918822646141
test/pred_ious/Car,test/pred_ious,221,0.16566550731658936
test/pred_ious/Car,test/pred_ious,225,0.14870776236057281
test/pred_ious/Car,test/pred_ious,229,0.15280641615390778
test/pred_ious/Car,test/pred_ious,233,0.1452271044254303
test/pred_ious/Car,test/pred_ious,237,0.11107362806797028
test/pred_ious/Car,test/pred_ious,241,0.15097841620445251
test/pred_ious/Car,test/pred_ious,245,0.13622964918613434
test/pred_ious/Car,test/pred_ious,249,0.11782863736152649
test/pred_ious/Car,test/pred_ious,253,0.10314378887414932
test/pred_ious/Car,test/pred_ious,257,0.10867501050233841
test/pred_ious/Car,test/pred_ious,261,0.16927805542945862
test/pred_ious/Car,test/pred_ious,265,0.18126575648784637
test/pred_ious/Car,test/pred_ious,269,0.21484783291816711
test/pred_ious/Car,test/pred_ious,273,0.161544531583786
test/pred_ious/Car,test/pred_ious,277,0.1415591835975647
test/pred_ious/Car,test/pred_ious,281,0.11212208867073059
test/pred_ious/Car,test/pred_ious,285,0.13314247131347656
test/pred_ious/Car,test/pred_ious,289,0.08703920245170593
test/pred_ious/Car,test/pred_ious,293,0.13472795486450195
test/pred_ious/Car,test/pred_ious,297,0.12967966496944427
test/pred_ious/Car,test/pred_ious,301,0.12493191659450531
test/pred_ious/Car,test/pred_ious,305,0.14628824591636658
test/pred_ious/Car,test/pred_ious,309,0.12264081835746765
test/pred_ious/Car,test/pred_ious,313,0.1363765299320221
test/pred_ious/Car,test/pred_ious,317,0.1326332986354828
test/pred_ious/Car,test/pred_ious,321,0.11717872321605682
test/pred_ious/Car,test/pred_ious,325,0.1259142905473709
test/pred_ious/Car,test/pred_ious,329,0.12711532413959503
test/pred_ious/Car,test/pred_ious,333,0.10432033240795135
test/pred_ious/Car,test/pred_ious,337,0.08853843808174133
test/pred_ious/Car,test/pred_ious,341,0.1345258504152298
test/pred_ious/Car,test/pred_ious,345,0.1199052631855011
test/pred_ious/Car,test/pred_ious,349,0.12018972635269165
test/pred_ious/Car,test/pred_ious,353,0.1518041044473648
test/pred_ious/Car,test/pred_ious,357,0.1320618838071823
test/pred_ious/Car,test/pred_ious,361,0.10019126534461975
test/pred_ious/Car,test/pred_ious,365,0.09823548793792725
test/pred_ious/Car,test/pred_ious,369,0.10528688132762909
test/pred_ious/Car,test/pred_ious,373,0.10786039382219315
test/pred_ious/Car,test/pred_ious,377,0.13088594377040863
test/pred_ious/Car,test/pred_ious,381,0.15383651852607727
test/pred_ious/Car,test/pred_ious,385,0.12488378584384918
test/pred_ious/Car,test/pred_ious,389,0.1249755248427391
test/pred_ious/Car,test/pred_ious,393,0.08418852835893631
test/pred_ious/Car,test/pred_ious,397,0.13758544623851776
test/pred_ious/Car,test/pred_ious,401,0.13330672681331635
test/pred_ious/Car,test/pred_ious,405,0.08884696662425995
test/pred_ious/Car,test/pred_ious,409,0.1093701496720314
test/pred_ious/Car,test/pred_ious,413,0.09763068705797195
test/pred_ious/Car,test/pred_ious,417,0.14426687359809875
test/pred_ious/Car,test/pred_ious,421,0.09772424399852753
test/pred_ious/Car,test/pred_ious,425,0.12662392854690552
test/pred_ious/Car,test/pred_ious,429,0.12532737851142883
test/pred_ious/Car,test/pred_ious,433,0.13713575899600983
test/pred_ious/Car,test/pred_ious,437,0.16138511896133423
test/pred_ious/Car,test/pred_ious,441,0.22417926788330078
test/pred_ious/Car,test/pred_ious,445,0.23102867603302002
test/pred_ious/Car,test/pred_ious,449,0.16139227151870728
test/pred_ious/Car,test/pred_ious,453,0.14190469682216644
test/pred_ious/Car,test/pred_ious,457,0.11296570301055908
test/pred_ious/Car,test/pred_ious,461,0.09222786128520966
test/pred_ious/Car,test/pred_ious,465,0.12113131582736969
test/pred_ious/Car,test/pred_ious,469,0.14799006283283234
test/pred_ious/Cyclist,test/pred_ious,5,0.6429252624511719
test/pred_ious/Cyclist,test/pred_ious,9,0.37176600098609924
test/pred_ious/Cyclist,test/pred_ious,13,0.27246496081352234
test/pred_ious/Cyclist,test/pred_ious,17,0.2789011001586914
test/pred_ious/Cyclist,test/pred_ious,21,0.08168231695890427
test/pred_ious/Cyclist,test/pred_ious,25,0.09222250431776047
test/pred_ious/Cyclist,test/pred_ious,29,0.07256841659545898
test/pred_ious/Cyclist,test/pred_ious,33,0.1049937829375267
test/pred_ious/Cyclist,test/pred_ious,37,0.13989217579364777
test/pred_ious/Cyclist,test/pred_ious,41,0.2229267954826355
test/pred_ious/Cyclist,test/pred_ious,45,0.06593409180641174
test/pred_ious/Cyclist,test/pred_ious,49,0.14317470788955688
test/pred_ious/Cyclist,test/pred_ious,53,0.08137735724449158
test/pred_ious/Cyclist,test/pred_ious,57,0.06309998035430908
test/pred_ious/Cyclist,test/pred_ious,61,0.1124313697218895
test/pred_ious/Cyclist,test/pred_ious,65,0.18670693039894104
test/pred_ious/Cyclist,test/pred_ious,69,0.164702370762825
test/pred_ious/Cyclist,test/pred_ious,73,0.2571526765823364
test/pred_ious/Cyclist,test/pred_ious,77,0.2736264765262604
test/pred_ious/Cyclist,test/pred_ious,81,0.23472923040390015
test/pred_ious/Cyclist,test/pred_ious,85,0.050227850675582886
test/pred_ious/Cyclist,test/pred_ious,89,0.14062641561031342
test/pred_ious/Cyclist,test/pred_ious,93,0.06828523427248001
test/pred_ious/Cyclist,test/pred_ious,97,0.09983734786510468
test/pred_ious/Cyclist,test/pred_ious,101,0.03627699241042137
test/pred_ious/Cyclist,test/pred_ious,105,0.06600402295589447
test/pred_ious/Cyclist,test/pred_ious,109,0.10603958368301392
test/pred_ious/Cyclist,test/pred_ious,113,0.1816425323486328
test/pred_ious/Cyclist,test/pred_ious,117,0.04169239103794098
test/pred_ious/Cyclist,test/pred_ious,121,0.24834845960140228
test/pred_ious/Cyclist,test/pred_ious,125,0.10287156701087952
test/pred_ious/Cyclist,test/pred_ious,129,0.15408608317375183
test/pred_ious/Cyclist,test/pred_ious,133,0.044702984392642975
test/pred_ious/Cyclist,test/pred_ious,137,0.0267715435475111
test/pred_ious/Cyclist,test/pred_ious,141,0.19143930077552795
test/pred_ious/Cyclist,test/pred_ious,145,0.14601758122444153
