itr,ip_score_fgs_car,ip_score_fgs_ped,ip_score_fgs_cyc
355,0.9585085942494328,0.7795975724276765,0.8025853958626148
356,0.9584440204901936,0.7794242743452606,0.8023368860916754
357,0.9583794467309543,0.7792509762628448,0.8020883763207362
358,0.9583140256153861,0.779075400679408,0.8019627264221761
359,0.958248604499818,0.7788998250959711,0.801837076523616
360,0.9581831833842498,0.7787242495125344,0.801711426625056
361,0.9581177622686816,0.7785486739290975,0.801585776726496
362,0.9580515236462497,0.7783709025785385,0.801460126827936
363,0.9579852850238179,0.7781931312279795,0.801334476929376
364,0.957919046401386,0.7780153598774204,0.8012088270308159
365,0.9578528077789541,0.7778375885268614,0.8010831771322559
366,0.95778570455594,0.7776577202077466,0.8008293773826716
367,0.957718601332926,0.7774778518886317,0.8005755776330872
368,0.957651498109912,0.7772979835695168,0.8003217778835028
369,0.957584394886898,0.7771181152504021,0.8000679781339185
370,0.9575164895508169,0.7769360372474151,0.7998114433000961
371,0.9574485842147359,0.7767539592444281,0.7995549084662736
372,0.9573806788786549,0.7765718812414413,0.7992983736324513
373,0.9573127735425738,0.7763898032384543,0.7990418387986289
374,0.957244009338358,0.776205678914519,0.7987829287832886
375,0.9571752451341421,0.7760215545905838,0.7985240187679483
376,0.9571064809299262,0.7758374302666484,0.7982651087526079
377,0.9570377167257104,0.7756533059427131,0.7980061987372676
378,0.9569680931988478,0.7754669564451646,0.7977449277005226
379,0.9568984696719851,0.7752806069476162,0.7974836566637777
380,0.9568288461451225,0.7750942574500679,0.7972223856270327
381,0.95675922261826,0.7749079079525194,0.7969611145902877
382,0.9566887663545882,0.7747194485809217,0.796697371381166
383,0.9566183100909164,0.774530989209324,0.7964336281720443
384,0.9565478538272445,0.7743425298377263,0.7961698849629225
385,0.9564773975635728,0.7741540704661286,0.7959061417538008
386,0.9564061329561961,0.7739636075081411,0.7956400311684156
387,0.9563348683488196,0.7737731445501537,0.7953739205830305
388,0.9562636037414431,0.7735826815921661,0.7951078099976453
389,0.9561923391340665,0.7733922186341786,0.7948416994122601
390,0.9561202733529252,0.7731995429052118,0.7945732381770445
391,0.9560482075717838,0.7730068671762449,0.7943047769418289
392,0.9559761417906424,0.7728141914472781,0.7940363157066133
393,0.955904076009501,0.7726215157183113,0.7937678544713976
394,0.9558312391564896,0.7724267476712714,0.793497201023115
395,0.9557584023034782,0.7722319796242314,0.7932265475748324
396,0.9556855654504667,0.7720372115771915,0.7929558941265498
397,0.9556127285974553,0.7718424435301516,0.7926852406782672
398,0.9555390851761337,0.7716455976156156,0.7924124419985938
399,0.9554654417548123,0.7714487517010795,0.7921396433189206
400,0.9553917983334907,0.7712519057865435,0.7918668446392474
401,0.9553181549121692,0.7710550598720074,0.791594045959574
402,0.9552437374981055,0.7708559926075507,0.7913190411168679
403,0.9551693200840419,0.770656925343094,0.7910440362741618
404,0.9550949026699783,0.7704578580786374,0.7907690314314556
405,0.9550204852559147,0.7702587908141807,0.7904940265887495
406,0.9549452885785507,0.7700577679644317,0.7902172162221057
407,0.9548700919011868,0.7698567451146827,0.7899404058554619
408,0.9547948952238228,0.7696557222649336,0.789663595488818
409,0.9547196985464588,0.7694546994151846,0.7893867851221743
410,0.9546437334983887,0.7692517505008644,0.78910792157799
411,0.9545677684503187,0.769048801586544,0.7888290580338058
412,0.9544918034022485,0.7688458526722237,0.7885501944896214
413,0.9544158383541784,0.7686429037579035,0.7882713309454371
414,0.9543391014979556,0.7684378937832892,0.7879905290016527
415,0.954262364641733,0.7682328838086748,0.7877097270578683
416,0.9541856277855102,0.7680278738340605,0.7874289251140839
417,0.9541088909292874,0.7678228638594462,0.7871481231702995
418,0.9540314051389356,0.7676159759648651,0.7868655285098878
419,0.9539539193485836,0.767409088070284,0.786582933849476
420,0.9538764335582317,0.767202200175703,0.7863003391890642
421,0.9537989477678799,0.7669953122811218,0.7860177445286525
422,0.9537207319324789,0.7667863721725146,0.7857332124671472
423,0.9536425160970778,0.7665774320639074,0.785448680405642
424,0.9535643002616768,0.7663684919553001,0.7851641483441366
425,0.9534860844262758,0.7661595518466928,0.7848796162826314
426,0.9534071609221877,0.7659486553582673,0.7845935259499641
427,0.9533282374180996,0.7657377588698417,0.7843074356172969
428,0.9532493139140115,0.7655268623814162,0.7840213452846296
429,0.9531703904099234,0.7653159658929907,0.7837352549519624
430,0.9530907422088644,0.7651031296958539,0.7834474112081572
431,0.9530110940078054,0.7648902934987172,0.783159567464352
432,0.9529314458067463,0.7646774573015805,0.7828717237205468
433,0.9528517976056873,0.7644646211044438,0.7825838799767416
434,0.9527714483537955,0.7642503008348506,0.7822943109766543
435,0.9526910991019035,0.7640359805652573,0.782004741976567
436,0.9526107498500116,0.7638216602956641,0.7817151729764796
437,0.9525304005981198,0.7636073400260709,0.7814256039763923
438,0.952449357313087,0.763390908847667,0.781134680082557
439,0.9523683140280543,0.7631744776692633,0.7808437561887218
440,0.9522872707430216,0.7629580464908594,0.7805528322948865
441,0.9522062274579888,0.7627416153124555,0.7802619084010513
442,0.9521244932357648,0.7625232536255218,0.7799693485776048
443,0.9520427590135407,0.7623048919385879,0.7796767887541584
444,0.9519610247913167,0.762086530251654,0.7793842289307119
445,0.9518792905690927,0.7618681685647202,0.7790916691072655
446,0.9517968922899026,0.7616479781606048,0.7787978179877642
447,0.9517144940107125,0.7614277877564894,0.778503966868263
448,0.9516320957315225,0.7612075973523741,0.7782101157487618
449,0.9515496974523324,0.7609874069482587,0.7779162646292604
450,0.9514666729454344,0.7607656425973444,0.7776209778345093
451,0.9513836484385363,0.76054387824643,0.7773256910397581
452,0.9513006239316382,0.7603221138955155,0.777030404245007
453,0.9512175994247402,0.7601003495446012,0.7767351174502559
454,0.9511339392870128,0.7598769189840122,0.7764388353249293
455,0.9510502791492855,0.7596534884234234,0.7761425531996027
456,0.9509666190115582,0.7594300578628346,0.7758462710742761
457,0.9508829588738309,0.7592066273022456,0.7755499889489494
458,0.9507986790457781,0.7589813483563868,0.7752524268880268
459,0.9507143992177254,0.7587560694105278,0.7749548648271042
460,0.9506301193896726,0.7585307904646689,0.7746573027661816
461,0.9505458395616198,0.75830551151881,0.7743597407052589
462,0.9504609032157372,0.7580787157131549,0.7740613332957363
463,0.9503759668698546,0.7578519199074998,0.7737629258862138
464,0.950291030523972,0.7576251241018447,0.7734645184766912
465,0.9502060941780894,0.7573983282961896,0.7731661110671686
466,0.9501206263962713,0.7571699010244275,0.772866451352199
467,0.9500351586144531,0.7569414737526655,0.7725667916372294
468,0.949949690832635,0.7567130464809035,0.7722671319222598
469,0.9498642230508169,0.7564846192091415,0.7719674722072902
470,0.9497953613236056,0.7563007128768962,0.771727148996012
471,0.9497264995963944,0.7561168065446509,0.7714868257847338
472,0.9496576378691832,0.7559329002124054,0.7712465025734556
473,0.949588776141972,0.7557489938801601,0.7710061793621774
474,0.9495199144147608,0.7555650875479148,0.7707658561508992
475,0.9494333142525222,0.7553336279821712,0.7704644755987173
476,0.9493467140902835,0.7551021684164276,0.7701630950465355
477,0.9492601139280448,0.7548707088506841,0.7698617144943536
478,0.9491735137658062,0.7546392492849404,0.7695603339421717
479,0.9490863844946205,0.7544063717603658,0.7692581907966209
480,0.9489992552234349,0.7541734942357914,0.7689560476510701
